description,category
PURCHASE AT ESCAPE ROOM  4/28,Entertainment
Scholarship,Education
BLUE APRON STORE,Subscriptions
Educational Software llc,Education
Purchase at Publix,Groceries
xfinity  #2255  9/7,Bills & Utilities
Netflix payment,Entertainment
TITHE,Other
POS Transaction Swiggy  1/10,Food & Dining
PURCHASE AT INDIAN GROCERY,Groceries
ELECTRICIAN ONLINE,Bills & Utilities
Debit Card Restaurant store,Food & Dining
Bath & Body Works online  #9947,Shopping
University  #4668,Education
In-N-Out  #9767,Food & Dining
Online order Hyatt,Travel
ACH Target  8/9,Shopping
POS TRANSACTION MORTGAGE,Rent & Housing
UNIVERSITY,Education
Spotify,Subscriptions
online order safeway,Groceries
DEBIT CARD BLUE CROSS ONLINE  #8121,Health & Fitness
Online order Exxon shop,Transportation
TRANSFER TO CURRENCY EXCHANGE,Other
Online order Wawa Gas,Transportation
Paint Supplies  #1228  8/5,Rent & Housing
ONLINE ORDER PANERA BREAD,Food & Dining
Wedding Gift,Other
GRAMMARLY,Subscriptions
Car Wash  #5264,Transportation
Debit Card Amazon Prime  #7822  2/11,Subscriptions
DEBIT CARD GRE TEST  #6664  8/20,Education
CREDIT CARD TAXI  11/17,Transportation
TRANSFER TO ZOO,Entertainment
PURCHASE AT PUBLIX,Groceries
debit card linkedin learning  6/1,Education
dry cleaning  #4885,Other
TRANSFER TO HOME INSURANCE  9/20,Rent & Housing
Payment to Beach Equipment,Travel
Meijer,Groceries
ACH Appliance Repair inc  #4750,Rent & Housing
TRANSFER TO QUIZLET SHOP  #2953,Education
Debit Card Patreon llc  6/27,Subscriptions
ONLINE ORDER BREAKFAST DINER  #2705,Food & Dining
Payment to Marriott,Travel
QUIZLET,Education
Tax Refund  #7604,Income
POS TRANSACTION PAPA JOHNS,Food & Dining
movie theater  #9854,Entertainment
purchase at mortgage llc  #8475,Rent & Housing
MEXICAN GROCERY  #5843,Groceries
Donation payment,Other
quizlet,Education
SHOPIFY INC,Subscriptions
TRANSFER TO HULU ONLINE  11/20,Entertainment
Transfer to Bar llc,Entertainment
PUBLIX,Groceries
Laptop,Education
Moving Company,Rent & Housing
POS Transaction LA Fitness,Health & Fitness
Hiking Gear payment,Travel
Optimum,Bills & Utilities
U-HAUL LLC,Rent & Housing
POS TRANSACTION MUSEUM,Entertainment
POS Transaction Adobe,Subscriptions
credit card running shoes,Health & Fitness
Salesforce shop,Subscriptions
NordVPN,Subscriptions
municipal water  8/12,Bills & Utilities
GRUBHUB PAYMENT  #4434,Food & Dining
Uber Earnings  #6519,Income
POS Transaction Taco Bell llc,Food & Dining
DEBIT CARD MORTGAGE  #5730,Rent & Housing
DEBIT CARD LIBERTY UTILITIES,Bills & Utilities
CREDIT CARD EVENTBRITE  4/15,Entertainment
Bookstore  #970,Education
Hertz,Travel
DEBIT CARD HEALTH INSURANCE SHOP  12/2,Health & Fitness
Mental Health  #8200,Health & Fitness
Payment to Mexican Grocery  #1643,Groceries
PURCHASE AT CRUNCH FITNESS,Health & Fitness
Southwest,Travel
Charity  7/5,Other
SUBWAY  11/28,Food & Dining
Food Court payment  #3666,Food & Dining
PAYMENT TO HULU PREMIUM,Subscriptions
Breakfast Diner,Food & Dining
Transfer to Fiverr  2/6,Income
Escape Room,Entertainment
Flight Booking  #6313,Transportation
JETBLUE SHOP  5/6,Travel
DUOLINGO,Education
post office,Other
Sold Items inc,Income
zoom shop,Subscriptions
GRAMMARLY,Subscriptions
ConEd  11/9,Bills & Utilities
Online order Baby Food payment,Groceries
Bank Fee inc,Other
MENTAL HEALTH,Health & Fitness
Online order Leasing Office store  #7951  2/25,Rent & Housing
LAWN CARE,Bills & Utilities
Transfer to Travel Adapter,Travel
TRANSFER TO ELECTRICIAN  #5031,Bills & Utilities
ACH Passport Photo shop,Other
Geico llc  10/23,Transportation
Interest Income,Income
laptop  #8338,Education
Home Renovation,Rent & Housing
CARNIVAL CRUISE  4/6,Travel
VERIZON  #6226,Bills & Utilities
Samsonite,Travel
CREDIT CARD SOUTHWEST LLC  #6067,Travel
CLUB ENTRY  9/5,Entertainment
KARAOKE ONLINE,Entertainment
Transfer to Domino's Pizza,Food & Dining
CREDIT CARD ADIDAS,Shopping
PAYMENT TO 1PASSWORD PAYMENT  #3837,Subscriptions
TRADER JOE'S  1/19,Groceries
POS TRANSACTION TUTORING,Education
ach study materials  12/1,Education
ONLINE ORDER USPS  #933,Other
YouTube Premium  #5975,Subscriptions
CHIROPRACTOR,Health & Fitness
Transfer to Uber Earnings,Income
Purchase at HelloFresh,Subscriptions
udemy  #7105,Education
SPOTIFY,Entertainment
youtube premium,Subscriptions
DEBIT CARD CONTACT LENSES,Health & Fitness
Credit Card Music Lessons,Education
ach bp fuel  1/8,Transportation
ACH Accounting,Other
CVS,Health & Fitness
Purchase at Cox Communications shop,Bills & Utilities
Online order Kitchen Remodel  #9106,Rent & Housing
HOSTEL INC  #5387,Travel
Library Fine  #1029,Education
DEBIT CARD COMEDY SHOW ONLINE  #9025,Entertainment
WENDY'S,Food & Dining
TRANSFER TO ACCOUNTING,Other
DHL,Other
ONLINE ORDER SPECTRUM,Bills & Utilities
CREDIT CARD PROPERTY MANAGEMENT STORE,Rent & Housing
PAYMENT TO OLA SHOP  6/19,Transportation
Bed Bath Beyond,Shopping
RENTER INSURANCE  #123,Rent & Housing
TAXI SHOP  #7161,Transportation
Credit Card PayPal Transfer llc  #5074,Income
BURGER KING  #4093,Food & Dining
Lyft llc  1/15,Transportation
DEBIT CARD PERSONAL TRAINER,Health & Fitness
HOME RENOVATION  #4440,Rent & Housing
Purchase at Coursera,Education
Debit Card Mini Golf inc,Entertainment
APPLIANCE REPAIR,Rent & Housing
LOCAL DINER STORE,Food & Dining
squarespace,Subscriptions
Target,Shopping
Transfer to Roof Repair,Rent & Housing
Payment to ConEd  #5239,Bills & Utilities
UBER EARNINGS ONLINE,Income
online order progressive,Transportation
TRANSFER TO LEASING OFFICE  8/17,Rent & Housing
Cleaning Supplies  #2908  12/12,Groceries
POS Transaction Pet Grooming inc,Other
PURCHASE AT COMEDY SHOW,Entertainment
TRANSFER TO DOMAIN NAME  #4947,Subscriptions
DENTIST  12/13,Health & Fitness
ACH ALBERTSONS,Groceries
CREDIT CARD SPEEDWAY,Transportation
Sephora,Shopping
Surgery  #8119,Health & Fitness
GIFT MONEY,Income
MAILCHIMP  #3224,Subscriptions
ONLINE ORDER SHEIN,Shopping
ACH ATM  1/28,Other
APARTMENT  #7379,Rent & Housing
AMUSEMENT PARK,Entertainment
UNIVERSITY,Education
Credit Card Movie Theater  4/9,Entertainment
Parking Ticket  #5402  3/24,Other
DEBIT CARD ACCOUNTING,Other
OLA,Transportation
KFC,Food & Dining
POS TRANSACTION SNACKS PAYMENT  #8661,Groceries
Payment to Canned Goods,Groceries
Purchase at Notary online  #216,Other
MEAT MARKET  11/23,Groceries
ONLINE ORDER BANK FEE  #941,Other
CANVA,Subscriptions
INDIAN GROCERY,Groceries
online order running shoes online  #3794,Health & Fitness
Marshalls shop  #2926,Shopping
Airtel  10/8,Bills & Utilities
DEBIT CARD GNC,Health & Fitness
Baby Food shop,Groceries
PET FOOD,Groceries
Airbnb shop  #3008,Travel
side hustle inc  9/25,Income
TRANSFER TO SKILLSHARE  8/12,Education
DISNEY+,Subscriptions
PAYMENT TO COMEDY SHOW PAYMENT,Entertainment
TRANSFER TO ESCAPE ROOM  #9294  1/5,Entertainment
Cashback,Income
PURCHASE AT CONFERENCE,Education
veterinary  #3992  11/24,Other
PAYMENT TO BOWLING ALLEY,Entertainment
NordVPN,Subscriptions
Travel Insurance,Travel
POS TRANSACTION REI  #7291,Travel
amazon prime,Subscriptions
AMBULANCE  #6352  10/17,Health & Fitness
LIBERTY UTILITIES  #9733,Bills & Utilities
PURCHASE AT HOA DUES,Bills & Utilities
ZARA ONLINE,Shopping
ACH Art Class,Education
ONLINE ORDER LEGAL FEE  12/5,Other
Panera Bread payment  #1975,Food & Dining
MTA llc  2/8,Transportation
tour guide,Travel
TRAVEL PHOTOGRAPHY  #9935,Travel
BLUE APRON  #2093,Subscriptions
payment to key duplication,Other
STUBHUB  6/25,Entertainment
NordVPN inc,Subscriptions
NordVPN  #5029  1/25,Subscriptions
MARRIOTT,Travel
TRANSFER TO SWEET FROG,Food & Dining
SHOE REPAIR LLC,Other
POS TRANSACTION ENTERPRISE RENT-A-CAR  #7730,Travel
ZELLE TRANSFER  #7141,Income
TRANSFER TO PASSPORT PHOTO  1/19,Other
credit card duke energy,Bills & Utilities
ORGANIC FOOD,Groceries
Billiard  1/19,Entertainment
Watch Store store  8/13,Shopping
PEET'S COFFEE,Food & Dining
PURCHASE AT CAR DETAILING,Other
QUIZLET SHOP  10/17,Education
Bank Fee inc,Other
Rental Income  #8783,Income
GRAMMARLY LLC,Subscriptions
ACH DISNEY+ INC  #5041,Subscriptions
PURCHASE AT FOREVER 21  #5839,Shopping
PURCHASE AT SAMSONITE ONLINE,Travel
MTA SHOP,Transportation
BUDGET  9/21,Travel
SALARY,Income
Zoom  2/10,Subscriptions
Gas Bill  #1696,Bills & Utilities
ONLINE ORDER PARKING METER INC,Transportation
speeding ticket online  #2230,Other
ACH RESTAURANT SHOP,Food & Dining
DEBIT CARD LIBERTY UTILITIES  #2382,Bills & Utilities
LANDSCAPING,Rent & Housing
ARCADE,Entertainment
Running Shoes,Health & Fitness
PASSPORT  #6184,Travel
gift money,Income
Papa Johns,Food & Dining
TUTORING ONLINE  #7925,Education
ACH GIFT SHOP,Shopping
Bathroom Renovation  #4560,Rent & Housing
Debit Card Water Bill,Bills & Utilities
CHEVRON SHOP,Transportation
Appliance Repair,Rent & Housing
DEBIT CARD WEGMANS SHOP,Groceries
Payment to Texaco,Transportation
Lawn Care  8/19,Bills & Utilities
ALAMO ONLINE  12/2,Travel
Purchase at Bank Fee shop,Other
Debit Card Karaoke  #4176  5/16,Entertainment
ACH Ajio  #1392,Shopping
Credit Card Cox Communications,Bills & Utilities
Debit Card Costco Grocery  2/12,Groceries
Debit Card Beach Equipment online,Travel
DUKE ENERGY,Bills & Utilities
pizza hut  #9095,Food & Dining
Chiropractor,Health & Fitness
DUNKIN DONUTS,Food & Dining
ONLINE ORDER PASSPORT,Travel
ach contact lenses,Health & Fitness
POS TRANSACTION FEDEX,Other
VEGETABLE STAND,Groceries
DEBIT CARD DOMINION ENERGY ONLINE  #2799,Bills & Utilities
Hulu Premium,Subscriptions
Pet Supplies llc,Other
Payment to Vegetable Stand  #203,Groceries
ZOMATO,Food & Dining
SALESFORCE LLC,Subscriptions
ACH STATE FARM LLC,Transportation
sold items store,Income
Debit Card American Airlines,Travel
FIVERR  #9118,Income
travel vaccination store,Travel
CREDIT CARD CURRENCY EXCHANGE  #5643,Other
HOA Dues  #4178,Bills & Utilities
CARPET CLEANING  #1990,Rent & Housing
Public Storage shop,Rent & Housing
KHAN ACADEMY  6/24,Education
AIRPORT LOUNGE  #9540,Travel
COLLEGE,Education
Disney Plus payment,Entertainment
ACH HVAC Maintenance llc,Bills & Utilities
POS Transaction GNC online,Health & Fitness
Netflix payment,Entertainment
PURCHASE AT RITE AID  #316,Health & Fitness
XBOX GAME PASS,Entertainment
Forever 21,Shopping
payment to fresh fruits  #4237  8/1,Groceries
Transfer to Post Office,Other
Transfer to College Tuition,Education
TEMU INC  10/8,Shopping
POS TRANSACTION CARNIVAL CRUISE,Travel
DEBIT CARD CONFERENCE,Education
ONLINE ORDER HIKING GEAR  #2725,Travel
Payroll inc  #782,Income
Microsoft 365  #4976,Subscriptions
TRANSFER TO CVS,Health & Fitness
ZELLE TRANSFER,Income
University payment,Education
AIRTEL STORE,Bills & Utilities
International SIM,Travel
pos transaction amazon prime inc  #6095  9/14,Subscriptions
Online order Mexican Grocery,Groceries
Transfer to Educational Software llc  #4189,Education
Cash App Transfer shop  #1039,Income
POS Transaction Sephora  #979,Shopping
Shein,Shopping
PROPERTY TAX STORE,Bills & Utilities
TRANSFER TO VEGETABLE STAND SHOP  11/21,Groceries
ONLINE ORDER PHARMACY,Health & Fitness
Credit Card Bonus,Income
credit card beach equipment  #3838,Travel
CREDIT CARD TICKETMASTER ONLINE,Entertainment
Mental Health  9/11,Health & Fitness
Disney Plus inc  #1226  3/25,Entertainment
home insurance,Rent & Housing
CARPET CLEANING LLC,Rent & Housing
ACH COURSERA  9/9,Education
PURCHASE AT BATH & BODY WORKS,Shopping
ACH Sallie Mae payment,Education
TRANSFER TO UBER EARNINGS,Income
Sold Items  11/25,Income
GAP,Shopping
Kroger inc  #2545,Groceries
Winn-Dixie shop,Groceries
PART TIME JOB,Income
STATE FARM INC  #4139,Transportation
ACH Appliance Repair,Rent & Housing
UNDER ARMOUR,Shopping
COX COMMUNICATIONS  #5438,Bills & Utilities
ONLINE ORDER INDIAN CURRY HOUSE LLC,Food & Dining
MORTGAGE INC,Rent & Housing
SECURITY DEPOSIT,Rent & Housing
PURCHASE AT VENMO DEPOSIT  #3671  4/19,Income
TRANSFER TO STUBHUB,Entertainment
tax refund,Income
ORGANIC FOOD  #9463  2/18,Groceries
T-Mobile  #4719,Bills & Utilities
ONLINE ORDER APPLIANCE REPAIR  #5445  6/21,Rent & Housing
CAVA  #701  8/28,Food & Dining
Online order Currency Exchange,Other
Sold Items store  #6498  6/7,Income
Nike  1/21,Shopping
ACH Leasing Office,Rent & Housing
ITALIAN BISTRO LLC,Food & Dining
RAPIDO INC  #8136,Transportation
DUKE ENERGY,Bills & Utilities
scholarship shop  11/13,Education
PAYMENT TO SAMSONITE,Travel
ORGANIC FOOD  #9530,Groceries
TJ Maxx,Shopping
TRANSFER TO INTEREST INCOME,Income
Credit Card Planet Fitness  #4587,Health & Fitness
ACH BP FUEL ONLINE  #1244,Transportation
Food Court,Food & Dining
ACH Grubhub,Food & Dining
SPEEDING TICKET SHOP,Other
Amusement Park,Entertainment
THEME PARK INC  11/15,Entertainment
Online order Liberty Utilities,Bills & Utilities
ACH ACCOUNTING,Other
PASTA SHOP  #3446,Groceries
PAYMENT TO AMERICAN AIRLINES,Travel
Liberty Utilities  #1685,Bills & Utilities
PURCHASE AT DUNKIN DONUTS  #7174,Food & Dining
TRANSFER TO BONUS INC  #1051,Income
PAYMENT TO NOTARY,Other
TRAVEL VACCINATION  6/2,Travel
Post Office,Other
ACH TACO BELL,Food & Dining
EXPEDIA STORE,Travel
StubHub,Entertainment
SKILLSHARE,Education
TRAVEL VACCINATION PAYMENT,Travel
TRANSFER TO INDIAN CURRY HOUSE,Food & Dining
CERTIFICATION  8/9,Education
BRAKE SERVICE,Transportation
CANVA,Subscriptions
YOUTUBE PREMIUM  #2908,Subscriptions
PURCHASE AT ASIAN GROCERY  4/11,Groceries
CARPET CLEANING,Rent & Housing
Electric Bill inc  #8291,Bills & Utilities
CREDIT CARD STRIPE PAYOUT,Income
ACH Meat Market  #4241,Groceries
Airbnb  #6594,Travel
WASTE MANAGEMENT  #6280,Bills & Utilities
CREDIT CARD SAT PREP,Education
Victoria's Secret online,Shopping
Slack,Subscriptions
CREDIT CARD UPWORK,Income
online order dominion energy,Bills & Utilities
ACH Notion  #8407,Subscriptions
PAYMENT TO SAMSONITE STORE,Travel
ach hospital,Health & Fitness
POS Transaction Oil Change shop,Transportation
Purchase at Samsonite,Travel
Payment to Coursera online,Education
TRANSFER TO LUNCH CAFE  #5311,Food & Dining
Local diner llc  #1713,Food & Dining
EPIC GAMES,Entertainment
Door Lock,Rent & Housing
TINDER  #7650,Subscriptions
BED BATH BEYOND,Shopping
Wayfair llc  3/17,Shopping
POS TRANSACTION DERMATOLOGIST STORE,Health & Fitness
notebook,Education
WALGREENS  4/23,Health & Fitness
DEBIT CARD VEGETABLE STAND INC,Groceries
LinkedIn Learning,Education
ACH Bar,Entertainment
PURCHASE AT TARGET INC,Shopping
PAYMENT TO VETERINARY,Other
POS TRANSACTION SPICES,Groceries
ELECTRICIAN LLC,Bills & Utilities
ACH PROPERTY TAX  #691  2/28,Bills & Utilities
PAYMENT TO BURGER KING INC,Food & Dining
Google One,Subscriptions
SALESFORCE,Subscriptions
PAYMENT TO CINEMARK  9/2,Entertainment
TRANSFER TO DOORDASH INC,Food & Dining
SPICES PAYMENT  #3868,Groceries
STUDENT LOAN STORE,Education
Electricity Board,Bills & Utilities
Online order Spices,Groceries
XBOX GAME PASS,Entertainment
HOSPITAL,Health & Fitness
Transfer to Donation,Other
CHEGG  #8870  5/9,Education
Plumber,Rent & Housing
CREDIT CARD MARRIOTT,Travel
PAYMENT TO BULK FOOD LLC,Groceries
ACH PEET'S COFFEE  6/7,Food & Dining
Purchase at Comcast inc,Bills & Utilities
Cash App Transfer  #5305,Income
Transfer to Lululemon online  2/25,Shopping
NORDSTROM  7/1,Shopping
Online order Electrician Service shop,Rent & Housing
Side Hustle  #4617  4/28,Income
Zelle Transfer,Income
Purchase at Spirit Airlines,Travel
Online order HBO Max payment,Entertainment
payment to fresh fruits  12/21,Groceries
Restaurant,Food & Dining
Certification,Education
quizlet  #1677  6/7,Education
DENTAL INSURANCE,Health & Fitness
CREDIT CARD PHARMACY  #2750,Health & Fitness
ONLINE ORDER BUMBLE  #9459,Subscriptions
Booking.com,Travel
Microsoft 365  #6974,Subscriptions
parking ticket online,Other
LEGAL FEE INC  #8410,Other
Payment to United Airlines inc,Travel
SKI RESORT  #4430,Travel
MUNICIPAL WATER SHOP,Bills & Utilities
Shopify inc  1/12,Subscriptions
ALDI,Groceries
POS TRANSACTION ADSENSE,Income
ACH XBOX GAME PASS  #8240,Entertainment
sallie mae  1/16,Education
NORDVPN,Subscriptions
Hostel  #3225,Travel
Coursera,Education
Online order Five Guys  8/21,Food & Dining
ONLINE ORDER KEY DUPLICATION,Other
COMMISSION INC,Income
PG&E payment,Bills & Utilities
ACH Hertz,Travel
PAYMENT TO PUBLIC STORAGE,Rent & Housing
Purchase at Vegetable Stand,Groceries
DEBIT CARD POLITICAL CONTRIBUTION  #3751,Other
Transfer to Five Guys,Food & Dining
Online order Zoo  12/21,Entertainment
POS TRANSACTION NOTEBOOK  #9267  10/16,Education
TRANSFER TO SUBWAY  #5002,Food & Dining
ONLINE ORDER RALPHS,Groceries
EXXON  8/22,Transportation
ACH ADT Security llc,Bills & Utilities
PAYMENT TO STARBUCKS,Food & Dining
ACH Shoe Repair payment,Other
Purchase at Slack,Subscriptions
Theme Park llc  #4382,Entertainment
credit card certification  9/11,Education
Physical Therapy  #639,Health & Fitness
Payroll  #2605  12/21,Income
PHOTOGRAPHY GIG  #5199,Income
ANYTIME FITNESS  #7287,Health & Fitness
BAR,Entertainment
Purchase at DHL,Other
Student Loan  #3694  11/19,Education
SUNOCO  7/16,Transportation
PAYMENT TO BUMBLE SHOP  #7665,Subscriptions
Scholarship,Education
Credit Card Disney+  #3707,Subscriptions
Credit Card Vons  #8442,Groceries
FREELANCE  #2065,Income
APPLIANCE REPAIR  #4609,Rent & Housing
ONLINE ORDER MENTAL HEALTH,Health & Fitness
Lowe's,Shopping
Purchase at GNC  #3064,Health & Fitness
Electrician  #4093,Bills & Utilities
Purchase at Conference  #7036,Education
DEBIT CARD MUSEUM  #7636  12/25,Entertainment
PURCHASE AT PAPA JOHNS,Food & Dining
gnc,Health & Fitness
Kaiser Permanente  10/6,Health & Fitness
wendy's  #8715,Food & Dining
EXXON,Transportation
DEBIT CARD FIRESTONE,Transportation
VERIZON  #235,Bills & Utilities
home cleaning,Bills & Utilities
Bookstore,Education
SPORTS EVENT,Entertainment
debit card icloud  8/7,Subscriptions
LIBERTY UTILITIES PAYMENT  #2926,Bills & Utilities
Cleaning Supplies  #8676  4/7,Groceries
Sweetgreen  #9273,Food & Dining
PAYMENT TO HEALTH INSURANCE SHOP,Health & Fitness
ACH LIBERTY UTILITIES,Bills & Utilities
duke energy,Bills & Utilities
BEST BUY,Shopping
Under Armour,Shopping
Italian Bistro,Food & Dining
Pet Supplies  #7508  8/10,Other
LULULEMON,Shopping
TRANSFER TO CAR WASH  #5863  2/7,Transportation
Payment to Museum  #9332,Entertainment
DEBIT CARD DENTAL INSURANCE STORE  2/6,Health & Fitness
KITCHEN REMODEL,Rent & Housing
ADIDAS,Shopping
GOOGLE ONE ONLINE,Subscriptions
Tutoring Income inc,Income
photography gig,Income
PAYMENT TO CARNIVAL CRUISE  #1168,Travel
SKILLSHARE  #7203,Education
ONLINE ORDER EXPEDIA,Travel
AWS  #6525  9/22,Subscriptions
Payment to GitHub Pro payment,Subscriptions
debit card carpet cleaning,Rent & Housing
Chevron,Transportation
ACH TITHE,Other
Fresh Fruits,Groceries
Peet's Coffee  #2985,Food & Dining
DEBIT CARD AIRBNB,Travel
Credit Card Rite Aid  7/12,Health & Fitness
CREDIT CARD YOUTUBE PREMIUM ONLINE,Subscriptions
PURCHASE AT UNITED AIRLINES  #7285,Travel
BP Fuel store  #5989,Transportation
CANVA PAYMENT,Subscriptions
MUSIC LESSONS INC  #5797,Education
ACH GRE TEST  #6293,Education
Online order Fitness App  1/22,Health & Fitness
transfer to fresh fruits,Groceries
TWITCH ONLINE,Entertainment
Purchase at Babysitter,Other
Airport Parking,Transportation
Currency Exchange llc,Other
POS Transaction HomeGoods  #9732  7/12,Shopping
DEBIT CARD TRAVEL PHOTOGRAPHY,Travel
online order navient llc  5/2,Education
Shoe Repair  #1012,Other
Bank Fee  #6954,Other
Purchase at Airport Parking,Transportation
BROADBAND,Bills & Utilities
STUDENT LOAN  #2467  7/11,Education
POS TRANSACTION EPIC GAMES  #8931,Entertainment
venmo deposit payment  11/17,Income
HULU PREMIUM PAYMENT,Subscriptions
Online order Spotify,Entertainment
TRANSFER TO PASTA,Groceries
SCHOOL SUPPLIES,Education
grubhub  #7681,Food & Dining
Payment to Bed Bath Beyond,Shopping
PAYPAL TRANSFER LLC,Income
Car Rental payment,Transportation
ONLINE ORDER PUBLIC STORAGE,Rent & Housing
debit card google one,Subscriptions
Kaiser Permanente,Health & Fitness
purchase at laser tag  #4805,Entertainment
Dairy,Groceries
WENDY'S,Food & Dining
TRANSFER TO KFC,Food & Dining
MEAT MARKET STORE,Groceries
Landscaping inc  8/24,Rent & Housing
Door Lock,Rent & Housing
Olive Garden store  2/7,Food & Dining
chick-fil-a store  2/28,Food & Dining
Marshalls,Shopping
